window_count;indices;boundary;avg_win_height;floor_level;roof_level;floor_height;avg_sill_height;window_area_sum;wall_area;WWR
1;[0];[838, 874];36.0;900.0;819.6666666666666;80.33333333333337;874.0;2412;12853.33333333334;0.18765560165975095
1;[1];[753, 783];30.0;819.6666666666666;732.0;87.66666666666663;783.0;1800;14026.66666666666;0.12832699619771867
