window_count;indices;boundary;avg_win_height;floor_level;roof_level;floor_height;avg_sill_height;window_area_sum;wall_area;WWR
1;[0];[832, 873];41.0;900.0;818.6666666666666;81.33333333333337;873.0;2214;12769.33333333334;0.17338414952490333
1;[1];[754, 792];38.0;818.6666666666666;724.0;94.66666666666663;792.0;2736;14862.66666666666;0.18408540414461297
