window_count;indices;boundary;avg_win_height;floor_level;roof_level;floor_height;avg_sill_height;window_area_sum;wall_area;WWR
2;[0, 1];[829, 874];37.5;900.0;816.1666666666666;83.83333333333337;870.25;2970;13078.000000000005;0.22709894479278167
1;[2];[750, 783];33.0;816.1666666666666;731.0;85.16666666666663;783.0;2046;13285.999999999995;0.15399668824326365
